domain	uc_code	uc_name	page_id	depth1	depth2	depth3	depth4	depth5	dev_type	description	from	flow_type	owner_page	owner_uc	legacy_screen_id	출처서비스	통합여부	비고
앱-FEE	US-FEE-SUM-001	청구 요약·상세 조회	NOVA-FEE-PG-015-0	마이	나의 요금	청구내역 인쇄(PC)			PG	PC 청구내역 인쇄 화면			✅	✅	TW-MY-FEE-PC-059-LP-007; TW-MY-FEE-PC-059-LP-008	TW	●	
앱-FEE	US-FEE-SUM-001	청구 요약·상세 조회	NOVA-FEE-PG-016-0	마이	나의 요금	로밍·기부금 상세 인쇄(PC)			PG	PC 로밍/기부금 상세 인쇄			✅	✅	TW-MY-FEE-PC-059-LP-009; TW-MY-FEE-PC-059-LP-010	TW	●	
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PG-017-0	마이	요금안내서 설정				PG	청구서 수신방식 조회·변경 진입	나의 요금		✅	✅	TW-MY-FEE-MOPC-045-PG-062	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-004-0	마이	요금안내서 설정	청구지 주소/연락처 변경			PU	청구지 주소 및 연락처 변경 팝업			✅	✅	TW-MY-FEE-MOPC-045-PU-004	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-005-0	마이	요금안내서 설정	요금안내서 변경_T world 확인			PU	T world 확인 방식으로 수신 변경		케이스 1	✅	✅	TW-MY-FEE-MOPC-045-PU-063	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-006-0	마이	요금안내서 설정	요금안내서 변경_Bill Letter			PU	Bill Letter 방식으로 수신 변경		케이스 2	✅	✅	TW-MY-FEE-MOPC-045-PU-064	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-007-0	마이	요금안내서 설정	요금안내서 변경_문자			PU	문자 수신 방식으로 변경		케이스 3	✅	✅	TW-MY-FEE-MOPC-045-PU-065	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-008-0	마이	요금안내서 설정	요금안내서 변경_이메일			PU	이메일 수신 방식으로 변경		케이스 4	✅	✅	TW-MY-FEE-MOPC-045-PU-066	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-009-0	마이	요금안내서 설정	요금안내서 변경_우편			PU	우편 수신 방식으로 변경		케이스 5	✅	✅	TW-MY-FEE-MOPC-045-PU-067	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-010-0	마이	요금안내서 설정	요금안내서 변경 완료			PU	수신방식 변경 완료 안내			✅	✅	TW-MY-FEE-MOPC-045-PU-068	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-011-0	마이	요금안내서 설정	요금안내서 변경 실패			PU	수신방식 변경 실패 안내		예외 1	✅	✅	TW-MY-FEE-MOPC-045-PU-069	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-012-0	마이	요금안내서 설정	요금안내서 재발행			PU	요금안내서 재발행 신청			✅	✅	TW-MY-FEE-MOPC-045-PU-070	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-013-0	마이	요금안내서 설정	요금안내서 재발행 완료			PU	재발행 완료 안내	재발행		✅	✅	TW-MY-FEE-MOPC-045-PU-071	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-014-0	마이	요금안내서 설정	요금안내서 재발행 실패			PU	재발행 실패 안내	재발행	예외 1	✅	✅	TW-MY-FEE-MOPC-045-PU-072	TW		
앱-FEE	US-FEE-RCV-002	요금안내서 수신·증빙 관리	NOVA-FEE-PU-015-0	마이	요금안내서 설정	요금안내서 반송내역			PU	우편 반송 이력 조회			✅	✅	TW-MY-FEE-MOPC-045-PU-073	TW		
