domain	uc_code	uc_name	page_id	depth1	depth2	depth3	depth4	depth5	dev_type	description	from	flow_type	owner_page	owner_uc	legacy_screen_id	출처서비스	통합여부	비고
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-PG-022-0	로그인	회원탈퇴	탈퇴 완료			PG	탈퇴 완료 안내	본인인증 (내국인)		✅	✅	TW-MY-MBR-MOPC-049-PG-025; TU-MY-MBR-MO-15-PG-009	TU, TW	●	
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-PG-023-0	로그인	회원탈퇴	탈퇴 완료 (T world 단독 아닌 경우)			PG	T world 단독 계정이 아닌 경우 탈퇴 완료 안내		케이스 1	✅	✅	TW-MY-MBR-MOPC-049-PG-031	TW		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-PG-024-0	로그인	회원탈퇴	탈퇴 불가능 안내			PG	탈퇴 불가 조건 시 안내		예외 1	✅	✅	TU-MY-MBR-MO-15-PG-006	TU		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-CP-003-0	로그인	회원탈퇴	주의사항 팝업			CP	탈퇴 전 꼭 확인해주세요 팝업			✅	✅	TW-MY-MBR-MOPC-049-CP-013	TW		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-CP-004-0	로그인	회원탈퇴	재가입 안내			CP	탈퇴 후 재가입 안내 얼럿			✅	✅	TM-MY-MBR-MO-06-CP-013; TM-MY-MBR-MO-06-CP-015	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-CP-005-0	로그인	회원탈퇴	기타 서비스 직접입력 없음 안내			CP	기타 서비스 개선 직접입력이 없을 경우 안내 얼럿			✅	✅	TM-MY-MBR-MO-06-CP-010	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-PG-025-0	로그인	멤버십 서비스 해지				PG	T멤버십 앱/웹 서비스 해지 진입			✅	✅	TM-MY-MBR-MO-06-PG-006	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-PG-026-0	로그인	멤버십 서비스 해지	해지 인증 (내국인)			PG	T멤버십 앱/웹 서비스 해지 — 내국인 인증			✅	✅	TM-MY-MBR-MO-06-PG-007	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-PG-027-0	로그인	멤버십 서비스 해지	해지 인증 (외국인)			PG	T멤버십 앱/웹 서비스 해지 — 외국인 인증		케이스 1	✅	✅	TM-MY-MBR-MO-06-PG-016	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-PG-028-0	로그인	멤버십 서비스 해지	해지 사유			PG	T멤버십 해지 사유 입력			✅	✅	TM-MY-MBR-MO-06-PG-009	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-PG-029-0	로그인	멤버십 서비스 해지	해지 완료			PG	T멤버십 해지 완료			✅	✅	TM-MY-MBR-MO-06-PG-012	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-PG-030-0	로그인	멤버십 서비스 해지	해지 완료 오류			PG	T멤버십 해지 완료 오류 페이지		예외 1	✅	✅	TM-MY-MBR-MO-06-PG-014	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-CP-006-0	로그인	멤버십 서비스 해지	해지 안내 얼럿			CP	앱/웹 서비스 해지 안내 얼럿			✅	✅	TM-MY-MBR-MO-06-CP-011	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-CP-007-0	로그인	멤버십 서비스 해지	정보불일치			CP	해지 인증 정보 불일치 얼럿 (내국인)		예외 2	✅	✅	TM-MY-MBR-MO-06-CP-008	TM		
앱-MBR	US-MBR-CUS-005	회원탈퇴 결정과 복구 관리	NOVA-MBR-CP-008-0	로그인	멤버십 서비스 해지	정보불일치 (외국인)			CP	해지 인증 정보 불일치 얼럿 (외국인)		예외 3	✅	✅	TM-MY-MBR-MO-06-CP-104	TM		
