domain	uc_code	uc_name	page_id	depth1	depth2	depth3	depth4	depth5	dev_type	description	from	flow_type	owner_page	owner_uc	legacy_screen_id	출처서비스	통합여부	비고
앱-MYCPN	US-CPN-CUS-003	고객 쿠폰·이용권 사용 진입 및 제시 수단 확인	NOVA-MYCPN-PU-002-0	마이	쿠폰/이용권함	비밀번호 입력			PU	쿠폰 비밀번호 입력 팝업 (공통/개별 비밀번호 케이스)	쿠폰 상세		✅	✅	TM-MY-CPN-MO-08-PU-021; TM-MY-CPN-MO-08-PU-025; TM-MY-CPN-MO-08-PU-030; TM-MY-CPN-MO-08-PU-034; TM-MY-CPN-MO-08-PU-060	TM		
앱-MYCPN	US-CPN-CUS-003	고객 쿠폰·이용권 사용 진입 및 제시 수단 확인	NOVA-MYCPN-PU-003-0	마이	쿠폰/이용권함	쿠폰 바코드			PU	쿠폰 바코드 제시 화면	쿠폰 상세		✅	✅	TM-MY-CPN-MO-08-PU-048; TM-MY-CPN-MO-08-PU-057	TM		
앱-MYCPN	US-CPN-CUS-003	고객 쿠폰·이용권 사용 진입 및 제시 수단 확인	NOVA-MYCPN-CP-002-0	마이	쿠폰/이용권함	쿠폰 사용 불가 안내			CP	쿠폰 사용 불가 얼럿 (카드정지/일시정지 포함)	쿠폰 상세	예외 1	✅	✅	TM-MY-CPN-MO-08-CP-007; TM-MY-CPN-MO-08-CP-011; TM-MY-CPN-MO-08-CP-052; TM-MY-CPN-MO-08-CP-105	TM		
앱-MYCPN	US-CPN-CUS-003	고객 쿠폰·이용권 사용 진입 및 제시 수단 확인	NOVA-MYCPN-CP-003-0	마이	쿠폰/이용권함	쿠폰번호 복사 안내			CP	쿠폰번호 복사 확인 얼럿 (외부링크 있는/없는 케이스)	쿠폰 상세		✅	✅	TM-MY-CPN-MO-08-CP-008; TM-MY-CPN-MO-08-CP-009; TM-MY-CPN-MO-08-CP-053	TM		
앱-MYCPN	US-CPN-CUS-003	고객 쿠폰·이용권 사용 진입 및 제시 수단 확인	NOVA-MYCPN-CP-004-0	마이	쿠폰/이용권함	직원 확인 얼럿			CP	직원 확인용 쿠폰 사용 확인 얼럿 (정상 case)	쿠폰 상세		✅	✅	TM-MY-CPN-MO-08-CP-012; TM-MY-CPN-MO-08-CP-016	TM		
앱-MYCPN	US-CPN-CUS-003	고객 쿠폰·이용권 사용 진입 및 제시 수단 확인	NOVA-MYCPN-CP-005-0	마이	쿠폰/이용권함	비밀번호 일치 안내			CP	쿠폰 비밀번호 일치 확인 얼럿 (공통/개별)	비밀번호 입력		✅	✅	TM-MY-CPN-MO-08-CP-061; TM-MY-CPN-MO-08-CP-062	TM		
앱-MYCPN	US-CPN-CUS-003	고객 쿠폰·이용권 사용 진입 및 제시 수단 확인	NOVA-MYCPN-CP-006-0	마이	쿠폰/이용권함	비밀번호 불일치 안내			CP	쿠폰 비밀번호 불일치 얼럿	비밀번호 입력	예외 1	✅	✅	TM-MY-CPN-MO-08-CP-063	TM		
앱-MYCPN	US-CPN-CUS-003	고객 쿠폰·이용권 사용 진입 및 제시 수단 확인	NOVA-MYCPN-CP-007-0	마이	쿠폰/이용권함	쿠폰 사용 처리 안내			CP	쿠폰 사용 처리 결과 안내 얼럿	쿠폰 상세		✅	✅	TM-MY-CPN-MO-08-CP-066	TM		
앱-MYCPN	US-CPN-CUS-003	고객 쿠폰·이용권 사용 진입 및 제시 수단 확인	NOVA-MYCPN-CP-008-0	마이	쿠폰/이용권함	쿠폰 재전송 안내			CP	쿠폰 재전송 확인 얼럿 (잔여 횟수별 케이스)	쿠폰 상세		✅	✅	TM-MY-CPN-MO-07-CP-022; TM-MY-CPN-MO-07-CP-023; TM-MY-CPN-MO-07-CP-024; TM-MY-CPN-MO-07-CP-025	TM		
앱-MYCPN	US-CPN-CUS-005	고객 만료·소멸·사용 이력 조회	NOVA-MYCPN-PG-007-0	마이	쿠폰/이용권함	맛있는 쿠폰			PG	맛있는 쿠폰 탭 및 Iframe 콘텐츠	쿠폰/이용권함		✅	✅	TM-MY-CPN-MO-08-PG-004; TM-MY-CPN-MO-08-PG-101	TM		
앱-MYCPN	US-CPN-CUS-005	고객 만료·소멸·사용 이력 조회	NOVA-MYCPN-PG-008-0	마이	쿠폰/이용권함	사용/기간만료 쿠폰 목록			PG	사용 완료 및 기간 만료 쿠폰 목록 탭	쿠폰/이용권함		✅	✅	TM-MY-CPN-MO-08-TB-215	TM		
앱-MYCPN	US-CPN-CUS-005	고객 만료·소멸·사용 이력 조회	NOVA-MYCPN-PU-004-0	마이	쿠폰/이용권함	구매후기 상세			PU	쿠폰 사용 관련 구매후기 상세 팝업	쿠폰/이용권함		✅	✅	TD-MY-CPN-MOPC-09-PG-036	TD		
앱-MYCPN	US-CPN-CUS-007	고객 내 베네핏 공유 카드 생성	NOVA-MYCPN-PG-009-0	마이	쿠폰/이용권함	선물함			PG	받은 선물 쿠폰 내역 탭 (받은/보낸 선물 구분)	쿠폰/이용권함		✅	✅	TU-MY-CPN-MO-08-TB-001-1	TU		fadeout 검토대상
앱-MYCPN	US-CPN-CUS-007	고객 내 베네핏 공유 카드 생성	NOVA-MYCPN-PG-010-0	마이	쿠폰/이용권함	보낸 선물내역 상세			PG	보낸 선물 상세 화면 (금액·리스트·안내)	선물함		✅	✅	TU-MY-CPN-MO-08-PG-001	TU		fadeout 검토대상
